ga_session_id,user_id,country,device,session_start,session_end,events_count,add_to_cart_count,begin_checkout_count,purchase_count,converted,session_duration_seconds,session_revenue
14900,14974,IN,mobile,2020-12-10,2020-12-10,10,1,8,1,TRUE,396,25
14901,31243,US,desktop,2021-01-03,2021-01-03,10,0,9,1,TRUE,936,2
14902,6026,US,mobile,2021-01-03,2021-01-03,10,0,9,1,TRUE,302,7
14903,23274,US,desktop,2020-12-27,2020-12-27,10,3,6,1,TRUE,854,18
14904,28999,CN,desktop,2020-12-28,2020-12-28,10,0,9,1,TRUE,267,60
14905,2038,JP,desktop,2020-12-19,2020-12-19,10,2,6,2,TRUE,691,12
14906,18772,ZA,desktop,2021-01-12,2021-01-12,10,0,9,1,TRUE,1037,8
14907,22329,US,desktop,2021-01-05,2021-01-05,10,0,9,1,TRUE,410,6
14908,26648,ES,mobile,2020-11-19,2020-11-19,10,8,0,2,TRUE,535,96
14909,8746,US,mobile,2020-12-23,2020-12-23,10,0,9,1,TRUE,636,44
14910,27164,CA,mobile,2020-12-20,2020-12-20,10,0,9,1,TRUE,129,13
14911,9183,GB,mobile,2020-12-20,2020-12-20,10,0,9,1,TRUE,315,30
14912,18774,CA,desktop,2020-12-22,2020-12-22,10,0,9,1,TRUE,291,16
14913,22779,US,desktop,2020-12-22,2020-12-22,10,0,9,1,TRUE,113,48
14914,569,PK,mobile,2020-11-28,2020-11-28,10,0,5,5,TRUE,163,115
14915,17729,MY,desktop,2020-11-28,2020-11-28,10,0,5,5,TRUE,149,218
14916,28378,CA,mobile,2020-11-02,2020-11-02,10,0,0,10,TRUE,637,165
14917,31462,US,desktop,2020-12-18,2020-12-18,10,0,9,1,TRUE,366,79
14918,4817,BR,mobile,2020-12-18,2020-12-18,10,0,9,1,TRUE,667,44
14919,11754,DE,desktop,2020-11-13,2020-11-13,10,0,0,10,TRUE,0,149
14920,8254,FR,mobile,2020-11-22,2020-11-22,10,0,0,10,TRUE,0,42
14921,28,JP,mobile,2020-11-20,2020-11-20,10,0,0,10,TRUE,0,286
14922,8700,US,mobile,2020-11-20,2020-11-20,10,0,0,10,TRUE,0,98
14923,4732,US,mobile,2020-11-20,2020-11-20,10,0,0,10,TRUE,0,210
14924,31741,PK,mobile,2020-11-20,2020-11-20,10,0,0,10,TRUE,0,36
14925,727,PH,desktop,2020-11-20,2020-11-20,10,0,0,10,TRUE,0,218
14926,7632,CA,desktop,2021-01-08,2021-01-08,10,0,9,1,TRUE,335,16
14927,17229,US,desktop,2020-12-08,2020-12-08,10,7,2,1,TRUE,464,7
14928,13657,JP,mobile,2020-12-08,2020-12-08,10,0,8,2,TRUE,454,24
14929,23608,NZ,mobile,2020-12-08,2020-12-08,10,0,8,2,TRUE,168,38
14930,13047,US,desktop,2021-01-22,2021-01-22,10,0,9,1,TRUE,302,13
14931,5354,DK,desktop,2020-12-06,2020-12-06,10,0,8,2,TRUE,152,39
14932,2161,PT,desktop,2020-12-21,2020-12-21,10,0,9,1,TRUE,340,19
14933,5842,TR,desktop,2020-12-21,2020-12-21,10,0,9,1,TRUE,117,32
14934,5851,US,desktop,2020-12-21,2020-12-21,10,0,9,1,TRUE,181,5
14935,13423,BR,desktop,2020-12-17,2020-12-17,10,4,4,2,TRUE,246,27
14936,12464,AE,desktop,2020-12-17,2020-12-17,10,0,8,2,TRUE,179,22
14937,24505,CA,desktop,2020-11-05,2020-11-05,10,0,0,10,TRUE,0,54
14938,23687,LK,mobile,2020-12-04,2020-12-04,10,0,8,2,TRUE,246,72
14939,39,KR,desktop,2020-11-24,2020-11-24,10,0,6,4,TRUE,213,152
14940,7935,US,mobile,2020-11-24,2020-11-24,10,0,8,2,TRUE,136,17
14941,25864,IN,mobile,2020-11-24,2020-11-24,10,0,7,3,TRUE,111,33
14942,11480,CA,desktop,2020-11-24,2020-11-24,10,0,5,5,TRUE,151,55
14943,7094,IN,desktop,2020-12-16,2020-12-16,10,7,2,1,TRUE,125,44
14944,22864,GB,desktop,2020-12-16,2020-12-16,10,0,8,2,TRUE,144,74
14945,5230,IE,desktop,2020-12-16,2020-12-16,10,0,8,2,TRUE,456,79
14946,30450,US,desktop,2020-12-16,2020-12-16,10,1,6,3,TRUE,210,18
14947,8861,IN,mobile,2020-12-14,2020-12-14,10,7,2,1,TRUE,76,32
14948,18590,IN,mobile,2020-11-25,2020-11-25,10,0,9,1,TRUE,390,16
14949,26474,IN,desktop,2020-11-25,2020-11-25,10,0,8,2,TRUE,306,21
14950,30090,LK,mobile,2020-11-25,2020-11-25,10,0,5,5,TRUE,69,103
14951,18580,IN,desktop,2020-11-25,2020-11-25,10,0,5,5,TRUE,133,99
14952,12119,CA,desktop,2020-11-25,2020-11-25,10,0,5,5,TRUE,1094,24
14953,12157,IT,desktop,2020-12-07,2020-12-07,10,0,8,2,TRUE,128,61
14954,25309,TR,mobile,2020-12-07,2020-12-07,10,0,8,2,TRUE,322,36
14955,2435,US,mobile,2020-12-07,2020-12-07,10,1,6,3,TRUE,115,66
14956,22834,US,desktop,2020-11-27,2020-11-27,10,0,5,5,TRUE,167,64
14957,25135,US,mobile,2020-12-16,2020-12-16,10,0,10,0,FALSE,0,0
14958,268673,FR,mobile,2021-01-21,2021-01-21,10,7,3,0,FALSE,24,0
14959,7446,HU,desktop,2021-01-24,2021-01-24,10,7,3,0,FALSE,186,0
14960,8050,AT,desktop,2020-12-23,2020-12-23,10,1,9,0,FALSE,543,0
14961,22209,CA,desktop,2020-11-24,2020-11-24,10,0,10,0,FALSE,1749,0
14962,29486,JP,desktop,2020-11-24,2020-11-24,10,0,10,0,FALSE,428,0
14963,19449,US,desktop,2020-12-29,2020-12-29,10,7,3,0,FALSE,486,0
14964,2728,CA,desktop,2020-12-07,2020-12-07,10,0,10,0,FALSE,527,0
14965,1555,US,desktop,2020-12-15,2020-12-15,10,0,10,0,FALSE,584,0
14966,22754,US,desktop,2020-12-15,2020-12-15,10,0,10,0,FALSE,0,0
14967,18488,CA,desktop,2020-12-09,2020-12-09,10,4,6,0,FALSE,215,0
14968,13581,US,mobile,2020-12-08,2020-12-08,10,2,8,0,FALSE,195,0
14969,22925,PE,desktop,2020-12-12,2020-12-12,10,0,10,0,FALSE,383,0
14970,3919,US,mobile,2020-12-12,2020-12-12,10,8,2,0,FALSE,122,0
14971,3721,KR,desktop,2020-11-30,2020-11-30,10,0,10,0,FALSE,206,0
14972,5505,MX,desktop,2021-01-10,2021-01-10,10,1,9,0,FALSE,92,0
14973,11312,US,mobile,2021-01-28,2021-01-28,10,1,9,0,FALSE,364,0
14974,25670,HK,desktop,2021-01-26,2021-01-26,10,1,9,0,FALSE,22,0
14975,18297,VN,desktop,2020-11-25,2020-11-25,10,0,10,0,FALSE,39,0
14976,12080,CO,mobile,2020-11-25,2020-11-25,10,0,10,0,FALSE,0,0
14977,31246,RU,desktop,2020-12-17,2020-12-17,10,6,4,0,FALSE,112,0
14978,16987,US,desktop,2020-12-18,2020-12-18,10,10,0,0,FALSE,0,0
14979,24576,US,mobile,2020-11-18,2020-11-18,10,10,0,0,FALSE,69,0
14980,263657,FR,desktop,2021-01-29,2021-01-29,10,10,0,0,FALSE,10,0
14981,25265,GB,desktop,2020-11-30,2020-11-30,10,10,0,0,FALSE,0,0
14982,23553,DK,desktop,2021-01-23,2021-01-23,10,10,0,0,FALSE,0,0
14983,15831,US,mobile,2020-11-19,2020-11-19,10,10,0,0,FALSE,67,0
14984,27785,US,desktop,2020-12-02,2020-12-02,10,10,0,0,FALSE,0,0
14985,253131,US,mobile,2021-01-28,2021-01-28,10,10,0,0,FALSE,12,0
14986,22568,IN,mobile,2021-01-28,2021-01-28,10,10,0,0,FALSE,0,0
14987,19929,US,desktop,2021-01-24,2021-01-24,10,10,0,0,FALSE,0,0
14988,2195,GB,desktop,2021-01-22,2021-01-22,10,10,0,0,FALSE,0,0
14989,25567,CA,desktop,2021-01-26,2021-01-26,10,10,0,0,FALSE,0,0
14990,25664,IN,desktop,2021-01-26,2021-01-26,10,10,0,0,FALSE,0,0
14991,7707,GB,desktop,2021-01-26,2021-01-26,10,10,0,0,FALSE,0,0
14992,11292,IT,desktop,2021-01-26,2021-01-26,10,10,0,0,FALSE,0,0
14993,252554,CA,desktop,2021-01-27,2021-01-27,10,10,0,0,FALSE,0,0
14994,5921,NL,desktop,2021-01-27,2021-01-27,10,10,0,0,FALSE,0,0
14995,4681,BR,desktop,2021-01-27,2021-01-27,10,10,0,0,FALSE,0,0
14996,19929,US,desktop,2021-01-25,2021-01-25,10,10,0,0,FALSE,0,0
14997,25877,US,mobile,2020-12-20,2020-12-20,10,10,0,0,FALSE,9,0
14998,14306,US,desktop,2020-11-28,2020-11-28,10,10,0,0,FALSE,138,0
14999,1962,US,desktop,2021-01-21,2021-01-21,10,10,0,0,FALSE,0,0
15000,22590,US,desktop,2021-01-21,2021-01-21,10,10,0,0,FALSE,0,0
15001,258283,VN,mobile,2021-01-21,2021-01-21,10,10,0,0,FALSE,0,0
15002,30851,US,mobile,2021-01-21,2021-01-21,10,10,0,0,FALSE,0,0
15003,30861,CA,mobile,2021-01-21,2021-01-21,10,10,0,0,FALSE,0,0
15004,12815,IE,desktop,2021-01-21,2021-01-21,10,10,0,0,FALSE,0,0
15005,245878,CA,desktop,2021-01-21,2021-01-21,10,10,0,0,FALSE,0,0
15006,995,US,desktop,2021-01-20,2021-01-20,10,10,0,0,FALSE,0,0
15007,17714,US,desktop,2021-01-20,2021-01-20,10,10,0,0,FALSE,0,0
15008,17714,US,desktop,2021-01-20,2021-01-20,10,10,0,0,FALSE,0,0
15009,21974,CN,desktop,2021-01-20,2021-01-20,10,10,0,0,FALSE,0,0
15010,6509,US,mobile,2021-01-20,2021-01-20,10,10,0,0,FALSE,0,0
15011,29184,US,desktop,2020-12-08,2020-12-08,10,10,0,0,FALSE,0,0
15012,25140,DE,mobile,2020-12-16,2020-12-16,10,10,0,0,FALSE,0,0
15013,23201,US,desktop,2020-12-15,2020-12-15,10,10,0,0,FALSE,0,0
15014,8601,US,desktop,2020-12-15,2020-12-15,9,0,8,1,TRUE,459,24
15015,5266,AR,mobile,2020-12-15,2020-12-15,9,0,8,1,TRUE,569,79
15016,25703,AU,desktop,2020-12-09,2020-12-09,9,0,8,1,TRUE,1226,13
15017,7793,US,mobile,2020-12-09,2020-12-09,9,0,8,1,TRUE,2144,24
15018,7802,JP,mobile,2020-12-09,2020-12-09,9,0,6,3,TRUE,211,40
15019,16883,AT,desktop,2020-11-03,2020-11-03,9,0,0,9,TRUE,3450,27
15020,2069,PH,desktop,2020-12-02,2020-12-02,9,0,8,1,TRUE,1540,22
15021,41,US,desktop,2020-12-01,2020-12-01,9,0,8,1,TRUE,224,115
15022,25271,CZ,mobile,2020-12-01,2020-12-01,9,0,6,3,TRUE,103,34
15023,19315,IN,desktop,2020-12-12,2020-12-12,9,0,8,1,TRUE,436,13
15024,1021,US,mobile,2021-01-17,2021-01-17,9,1,6,2,TRUE,430,7
15025,15093,IN,desktop,2020-12-11,2020-12-11,9,0,6,3,TRUE,61,23
15026,22892,TR,desktop,2020-12-11,2020-12-11,9,0,6,3,TRUE,107,39
15027,13536,FI,mobile,2021-01-29,2021-01-29,9,5,3,1,TRUE,106,3
15028,28836,AU,desktop,2020-11-30,2020-11-30,9,3,4,2,TRUE,179,20
15029,6919,US,mobile,2020-12-10,2020-12-10,9,6,2,1,TRUE,288,13
15030,2743,ES,desktop,2020-12-10,2020-12-10,9,0,8,1,TRUE,317,10
15031,9652,US,mobile,2021-01-02,2021-01-02,9,4,4,1,TRUE,621,10
15032,12907,AU,desktop,2020-12-19,2020-12-19,9,0,8,1,TRUE,418,18
15033,18576,CN,desktop,2021-01-05,2021-01-05,9,5,3,1,TRUE,99,46
15034,25705,AT,desktop,2020-12-22,2020-12-22,9,1,6,2,TRUE,175,65
15035,26143,AT,mobile,2020-12-05,2020-12-05,9,0,6,3,TRUE,102,27
15036,26169,IN,tablet,2020-12-05,2020-12-05,9,0,6,3,TRUE,56,50
15037,29810,SA,mobile,2020-12-05,2020-12-05,9,0,6,3,TRUE,352,136
15038,29399,IN,desktop,2020-12-18,2020-12-18,9,0,6,3,TRUE,175,46
15039,10484,US,mobile,2020-11-06,2020-11-06,9,0,0,9,TRUE,0,113
15040,29937,US,desktop,2020-12-13,2020-12-13,9,0,6,3,TRUE,581,40
15041,13289,DE,desktop,2020-11-17,2020-11-17,9,8,0,1,TRUE,264,18
15042,15133,US,desktop,2020-12-08,2020-12-08,9,0,8,1,TRUE,529,10
15043,25924,TW,desktop,2020-12-08,2020-12-08,9,0,6,3,TRUE,91,48
15044,19369,US,mobile,2020-12-08,2020-12-08,9,0,6,3,TRUE,129,77
15045,11946,CA,mobile,2020-11-11,2020-11-11,9,0,0,9,TRUE,2130,266
15046,16145,US,desktop,2020-12-06,2020-12-06,9,0,8,1,TRUE,361,5
15047,8015,IN,desktop,2020-12-04,2020-12-04,9,0,8,1,TRUE,1098,44
15048,18677,NL,desktop,2020-12-04,2020-12-04,9,0,6,3,TRUE,126,46
15049,29422,CA,desktop,2020-11-24,2020-11-24,9,0,6,3,TRUE,168,3
15050,29464,US,desktop,2020-11-24,2020-11-24,9,0,6,3,TRUE,80,86
15051,11515,VN,desktop,2020-11-24,2020-11-24,9,0,6,3,TRUE,209,13
15052,27312,IE,mobile,2020-12-16,2020-12-16,9,0,8,1,TRUE,268,14
15053,25606,US,desktop,2020-12-16,2020-12-16,9,0,6,3,TRUE,216,98
15054,31983,US,mobile,2020-12-14,2020-12-14,9,0,6,3,TRUE,143,91
15055,3,TH,desktop,2020-11-25,2020-11-25,9,0,6,3,TRUE,265,184
15056,3886,BR,mobile,2020-11-25,2020-11-25,9,0,6,3,TRUE,190,33
15057,4324,US,desktop,2020-12-03,2020-12-03,9,0,8,1,TRUE,576,37
15058,705,TH,desktop,2020-12-03,2020-12-03,9,0,6,3,TRUE,233,44
15059,12557,IN,desktop,2020-12-07,2020-12-07,9,0,8,1,TRUE,557,46
15060,29219,US,desktop,2020-12-07,2020-12-07,9,0,6,3,TRUE,165,46
15061,762,US,mobile,2020-12-07,2020-12-07,9,0,6,3,TRUE,266,32
15062,2368,US,desktop,2020-11-27,2020-11-27,9,3,4,2,TRUE,924,42
15063,265835,LK,desktop,2021-01-09,2021-01-09,9,0,9,0,FALSE,0,0
15064,21407,CA,mobile,2021-01-14,2021-01-14,9,0,9,0,FALSE,163,0
15065,19882,US,desktop,2020-12-20,2020-12-20,9,0,9,0,FALSE,68,0
15066,15646,NP,desktop,2020-12-20,2020-12-20,9,0,9,0,FALSE,400,0
15067,3549,RU,desktop,2020-12-18,2020-12-18,9,0,9,0,FALSE,0,0
15068,772,JP,mobile,2021-01-05,2021-01-05,9,0,9,0,FALSE,24,0
15069,15204,US,desktop,2021-01-05,2021-01-05,9,0,9,0,FALSE,1,0
15070,1189,IN,desktop,2020-12-22,2020-12-22,9,0,9,0,FALSE,0,0
15071,16423,US,desktop,2021-01-21,2021-01-21,9,0,9,0,FALSE,66,0
15072,24240,US,desktop,2021-01-18,2021-01-18,9,6,3,0,FALSE,24,0
15073,28494,SG,mobile,2021-01-19,2021-01-19,9,0,9,0,FALSE,363,0
15074,19917,TR,desktop,2021-01-24,2021-01-24,9,0,9,0,FALSE,214,0
15075,2215,TH,mobile,2021-01-24,2021-01-24,9,0,9,0,FALSE,0,0
15076,16782,US,desktop,2021-01-03,2021-01-03,9,0,9,0,FALSE,118,0
15077,2510,US,desktop,2020-12-01,2020-12-01,9,7,2,0,FALSE,31,0
15078,28525,US,desktop,2020-12-10,2020-12-10,9,7,2,0,FALSE,30,0
15079,158,US,desktop,2020-12-25,2020-12-25,9,0,9,0,FALSE,0,0
15080,17266,US,mobile,2021-01-17,2021-01-17,9,6,3,0,FALSE,108,0
15081,3162,IN,tablet,2021-01-15,2021-01-15,9,0,9,0,FALSE,138,0
15082,22724,US,desktop,2021-01-04,2021-01-04,9,0,9,0,FALSE,61,0
15083,29217,US,desktop,2021-01-20,2021-01-20,9,0,9,0,FALSE,35,0
15084,13475,NL,desktop,2020-12-13,2020-12-13,9,1,8,0,FALSE,287,0
15085,23553,DK,desktop,2021-01-23,2021-01-23,9,0,9,0,FALSE,120,0
15086,23934,DE,mobile,2021-01-23,2021-01-23,9,0,9,0,FALSE,0,0
15087,13015,US,mobile,2021-01-22,2021-01-22,9,0,9,0,FALSE,62,0
15088,20210,US,mobile,2021-01-22,2021-01-22,9,0,9,0,FALSE,72,0
15089,13035,IN,desktop,2021-01-22,2021-01-22,9,0,9,0,FALSE,1246,0
15090,27226,IS,desktop,2021-01-22,2021-01-22,9,0,9,0,FALSE,652,0
15091,16412,AM,mobile,2021-01-22,2021-01-22,9,0,9,0,FALSE,0,0
15092,27104,SG,desktop,2021-01-10,2021-01-10,9,6,3,0,FALSE,144,0
15093,10359,NL,desktop,2020-12-14,2020-12-14,9,1,8,0,FALSE,1834,0
15094,28851,IN,desktop,2020-12-19,2020-12-19,9,3,6,0,FALSE,149,0
15095,12902,US,desktop,2020-12-19,2020-12-19,9,0,9,0,FALSE,108,0
15096,5709,CA,desktop,2020-12-19,2020-12-19,9,0,9,0,FALSE,0,0
15097,19209,US,desktop,2020-11-25,2020-11-25,9,0,9,0,FALSE,64,0
15098,1216,JP,mobile,2020-11-25,2020-11-25,9,0,9,0,FALSE,0,0
15099,20581,US,mobile,2020-12-17,2020-12-17,9,0,9,0,FALSE,0,0
15100,15860,US,desktop,2020-11-18,2020-11-18,9,9,0,0,FALSE,75,0
15101,267537,US,mobile,2021-01-29,2021-01-29,9,9,0,0,FALSE,0,0
15102,15611,HK,desktop,2021-01-29,2021-01-29,9,9,0,0,FALSE,0,0
15103,22639,SE,desktop,2021-01-30,2021-01-30,9,9,0,0,FALSE,0,0
15104,1772,US,mobile,2021-01-31,2021-01-31,9,9,0,0,FALSE,0,0
15105,26710,BD,mobile,2020-11-19,2020-11-19,9,9,0,0,FALSE,70,0
15106,8263,US,desktop,2021-01-28,2021-01-28,9,9,0,0,FALSE,0,0
15107,4627,HK,desktop,2021-01-28,2021-01-28,9,9,0,0,FALSE,0,0
15108,26241,US,mobile,2021-01-28,2021-01-28,9,9,0,0,FALSE,0,0
15109,21923,CN,desktop,2021-01-28,2021-01-28,9,9,0,0,FALSE,0,0
15110,8321,US,desktop,2021-01-28,2021-01-28,9,9,0,0,FALSE,0,0
15111,259040,FR,desktop,2021-01-28,2021-01-28,9,9,0,0,FALSE,0,0
15112,15467,US,mobile,2021-01-28,2021-01-28,9,9,0,0,FALSE,0,0
15113,13016,CZ,mobile,2021-01-22,2021-01-22,9,9,0,0,FALSE,68,0
15114,8696,ID,desktop,2020-11-20,2020-11-20,9,9,0,0,FALSE,68,0
15115,13121,HK,desktop,2021-01-27,2021-01-27,9,9,0,0,FALSE,0,0
15116,1510,IN,desktop,2021-01-20,2021-01-20,9,9,0,0,FALSE,0,0
15117,16391,PL,mobile,2021-01-20,2021-01-20,9,9,0,0,FALSE,0,0
15118,21340,DE,mobile,2021-01-20,2021-01-20,9,9,0,0,FALSE,0,0
15119,30348,IN,mobile,2020-12-15,2020-12-15,9,9,0,0,FALSE,88,0
15120,18937,US,desktop,2020-11-09,2020-11-09,8,0,0,8,TRUE,0,75
15121,2907,US,mobile,2020-11-29,2020-11-29,8,2,4,2,TRUE,246,32
15122,13785,CA,desktop,2020-11-29,2020-11-29,8,0,4,4,TRUE,73,130
15123,16046,CA,desktop,2021-01-16,2021-01-16,8,1,6,1,TRUE,499,14
15124,26919,ES,desktop,2021-01-16,2021-01-16,8,1,6,1,TRUE,587,2
15125,18400,SK,desktop,2021-01-21,2021-01-21,8,0,6,2,TRUE,394,42
15126,12159,US,mobile,2020-12-15,2020-12-15,8,0,6,2,TRUE,1246,48
15127,18012,US,mobile,2020-11-04,2020-11-04,8,0,0,8,TRUE,0,65
15128,1815,ID,desktop,2021-01-11,2021-01-11,8,0,6,2,TRUE,70,124
15129,354,US,desktop,2021-01-11,2021-01-11,8,0,6,2,TRUE,433,40
15130,7922,US,desktop,2020-11-23,2020-11-23,8,0,0,8,TRUE,0,110
15131,19343,GB,mobile,2020-12-31,2020-12-31,8,0,6,2,TRUE,205,31
15132,23767,US,desktop,2020-11-03,2020-11-03,8,0,0,8,TRUE,0,70
15133,5072,US,desktop,2020-11-21,2020-11-21,8,0,0,8,TRUE,0,78
15134,15676,US,tablet,2020-11-08,2020-11-08,8,0,0,8,TRUE,0,101
15135,23367,IN,desktop,2020-11-08,2020-11-08,8,0,0,8,TRUE,0,163
15136,13296,US,mobile,2020-11-16,2020-11-16,8,0,0,8,TRUE,0,112
15137,23181,US,mobile,2021-01-20,2021-01-20,8,0,6,2,TRUE,132,92
15138,14152,US,desktop,2021-01-20,2021-01-20,8,0,6,2,TRUE,58,110
15139,23560,GB,mobile,2021-01-20,2021-01-20,8,0,6,2,TRUE,162,48
15140,5115,US,mobile,2020-12-25,2020-12-25,8,0,6,2,TRUE,62,58
15141,23409,CA,desktop,2021-01-13,2021-01-13,8,0,6,2,TRUE,843,34
15142,14055,US,mobile,2021-01-13,2021-01-13,8,0,6,2,TRUE,225,22
15143,23561,BR,mobile,2021-01-25,2021-01-25,8,0,6,2,TRUE,74,49
15144,18664,CA,desktop,2021-01-10,2021-01-10,8,1,6,1,TRUE,401,79
15145,7757,US,mobile,2020-12-29,2020-12-29,8,0,6,2,TRUE,96,37
15146,184,US,desktop,2020-12-29,2020-12-29,8,0,6,2,TRUE,63,67
15147,5950,US,mobile,2021-01-23,2021-01-23,8,1,6,1,TRUE,188,7
15148,16725,US,mobile,2021-01-23,2021-01-23,8,1,6,1,TRUE,610,60
15149,29872,ID,desktop,2021-01-23,2021-01-23,8,0,6,2,TRUE,55,32
15150,4774,US,desktop,2021-01-04,2021-01-04,8,0,6,2,TRUE,191,70
15151,15089,US,desktop,2021-01-04,2021-01-04,8,0,6,2,TRUE,112,32
15152,7436,US,desktop,2021-01-07,2021-01-07,8,0,6,2,TRUE,124,207
15153,31930,GB,mobile,2021-01-07,2021-01-07,8,0,6,2,TRUE,168,68
15154,3166,GB,mobile,2021-01-15,2021-01-15,8,0,6,2,TRUE,82,28
15155,32065,RO,mobile,2021-01-15,2021-01-15,8,0,6,2,TRUE,75,24
15156,801,US,desktop,2021-01-05,2021-01-05,8,0,6,2,TRUE,99,31
15157,18717,CA,mobile,2021-01-05,2021-01-05,8,0,6,2,TRUE,88,20
15158,15191,US,mobile,2020-11-19,2020-11-19,8,0,0,8,TRUE,461,192
15159,26658,TR,desktop,2020-11-19,2020-11-19,8,0,0,8,TRUE,0,22
15160,7415,IN,mobile,2020-12-23,2020-12-23,8,0,6,2,TRUE,603,46
15161,22762,US,desktop,2020-12-22,2020-12-22,8,0,6,2,TRUE,98,48
15162,3899,US,mobile,2020-12-22,2020-12-22,8,0,6,2,TRUE,322,60
15163,3732,RU,desktop,2020-11-28,2020-11-28,8,0,6,2,TRUE,338,76
15164,3126,US,desktop,2021-01-24,2021-01-24,8,1,6,1,TRUE,615,13
15165,13133,US,mobile,2021-01-24,2021-01-24,8,0,6,2,TRUE,64,40
15166,8159,US,desktop,2020-11-13,2020-11-13,8,0,0,8,TRUE,541,209
15167,219,IN,desktop,2020-11-13,2020-11-13,8,0,0,8,TRUE,1175,178
15168,838,US,desktop,2020-11-13,2020-11-13,8,0,0,8,TRUE,0,30
15169,26312,US,mobile,2020-11-12,2020-11-12,8,0,0,8,TRUE,0,181
15170,7529,US,desktop,2020-11-12,2020-11-12,8,0,0,8,TRUE,0,117
15171,29692,ES,desktop,2020-11-12,2020-11-12,8,0,0,8,TRUE,0,175
15172,30751,US,desktop,2020-11-12,2020-11-12,8,0,0,8,TRUE,0,193
15173,17216,CA,desktop,2020-11-12,2020-11-12,8,0,0,8,TRUE,0,54
15174,22523,FR,desktop,2020-11-22,2020-11-22,8,0,0,8,TRUE,307,140
15175,26221,FR,mobile,2020-11-22,2020-11-22,8,0,0,8,TRUE,0,98
15176,11789,IN,desktop,2020-11-20,2020-11-20,8,0,0,8,TRUE,0,124
15177,17765,CA,mobile,2020-11-20,2020-11-20,8,0,0,8,TRUE,0,100
15178,7967,IN,desktop,2020-11-20,2020-11-20,8,0,0,8,TRUE,0,152
15179,28842,FR,desktop,2021-01-14,2021-01-14,8,0,6,2,TRUE,132,110
15180,28620,US,mobile,2021-01-14,2021-01-14,8,0,6,2,TRUE,124,15
15181,25430,US,mobile,2020-11-06,2020-11-06,8,0,0,8,TRUE,0,149
15182,31679,US,desktop,2020-11-06,2020-11-06,8,0,0,8,TRUE,0,58
15183,31585,US,desktop,2021-01-19,2021-01-19,8,0,6,2,TRUE,287,48
15184,14737,US,desktop,2021-01-08,2021-01-08,8,0,6,2,TRUE,79,37
15185,15840,ES,desktop,2020-11-17,2020-11-17,8,0,0,8,TRUE,0,320
15186,18468,US,desktop,2020-12-08,2020-12-08,8,0,6,2,TRUE,538,74
15187,7840,NL,mobile,2021-01-22,2021-01-22,8,1,6,1,TRUE,394,40
15188,23621,US,desktop,2021-01-22,2021-01-22,8,0,6,2,TRUE,172,24
15189,26117,US,desktop,2020-11-11,2020-11-11,8,0,0,8,TRUE,0,57
15190,1200,ES,mobile,2020-12-21,2020-12-21,8,0,6,2,TRUE,133,58
15191,11450,SG,mobile,2020-12-17,2020-12-17,8,0,6,2,TRUE,781,67
15192,24199,IN,mobile,2020-12-17,2020-12-17,8,2,4,2,TRUE,474,32
15193,4332,CA,desktop,2020-11-05,2020-11-05,8,0,0,8,TRUE,0,89
15194,566,US,desktop,2020-11-24,2020-11-24,8,0,4,4,TRUE,131,28
15195,7893,FR,mobile,2020-11-24,2020-11-24,8,0,4,4,TRUE,225,42
15196,7863,PK,mobile,2020-11-24,2020-11-24,8,0,5,3,TRUE,158,248
15197,7842,JP,mobile,2020-11-24,2020-11-24,8,0,4,4,TRUE,199,99
15198,4206,BE,desktop,2020-11-24,2020-11-24,8,0,4,4,TRUE,157,25
15199,18593,US,desktop,2020-11-24,2020-11-24,8,0,0,8,TRUE,0,394
15200,7888,CA,desktop,2020-11-24,2020-11-24,8,0,4,4,TRUE,106,32
15201,26380,US,desktop,2020-12-16,2020-12-16,8,0,6,2,TRUE,1995,158
15202,21694,US,mobile,2020-12-14,2020-12-14,8,0,6,2,TRUE,570,42
15203,26506,US,desktop,2020-11-25,2020-11-25,8,0,4,4,TRUE,1514,52
15204,26488,CA,mobile,2020-11-25,2020-11-25,8,0,4,4,TRUE,164,130
15205,4658,US,desktop,2020-11-25,2020-11-25,8,0,4,4,TRUE,139,158
15206,4898,US,desktop,2020-11-25,2020-11-25,8,0,4,4,TRUE,141,59
15207,19214,CA,desktop,2020-11-25,2020-11-25,8,0,4,4,TRUE,104,16
15208,11567,GB,desktop,2020-12-03,2020-12-03,8,1,6,1,TRUE,433,3
15209,16786,NL,desktop,2021-01-02,2021-01-02,8,2,6,0,FALSE,90,0
15210,19659,US,desktop,2020-12-16,2020-12-16,8,0,8,0,FALSE,202,0
15211,15137,CA,desktop,2020-12-16,2020-12-16,8,0,8,0,FALSE,66,0
15212,32011,US,desktop,2021-01-24,2021-01-24,8,5,3,0,FALSE,129,0
15213,11112,ES,desktop,2020-11-26,2020-11-26,8,0,8,0,FALSE,1277,0
15214,21883,DE,desktop,2020-11-26,2020-11-26,8,0,8,0,FALSE,0,0
15215,7576,US,desktop,2020-11-28,2020-11-28,8,0,8,0,FALSE,505,0
15216,5315,US,desktop,2020-12-10,2020-12-10,8,6,2,0,FALSE,18,0
15217,28519,US,mobile,2020-12-10,2020-12-10,8,0,8,0,FALSE,633,0
15218,22879,DE,desktop,2020-12-10,2020-12-10,8,0,8,0,FALSE,0,0
